frame,x,y
88,195.7091331,211.8240538
89,196.2807226,211.3274822
90,196.4854717,211.4431257
91,196.4282656,211.6700516
92,196.7261696,211.5134068
93,196.8272066,211.8371048
94,197.7407169,211.9028788
95,197.5947475,211.8502531
96,197.6147318,211.829339
97,197.6452303,211.5032902
98,197.8536844,211.3926239
99,197.8468323,211.2723761
100,197.2209692,211.2781477
101,196.8154764,211.7553291
102,196.1763525,211.5476313
103,195.8580637,211.6938028
104,195.3244257,211.9589415
105,194.6837711,211.9003334
106,194.0445757,211.6521368
107,193.195796,211.6072769
108,192.8609562,211.9180536
109,192.2727871,211.8805704
110,191.7404652,211.874053
111,190.7472897,212.0933752
112,190.3188801,212.1644993
113,189.6923733,211.6011324
114,188.9875746,211.4749832
115,188.2395601,211.8466053
116,187.7645016,211.7563992
117,187.2838497,211.7040491
118,186.2203789,211.508997
119,185.7245779,211.2468414
120,184.9642038,211.1061821
121,184.5061827,210.9963913
122,183.8317966,211.1468592
123,183.0883455,211.0491467
124,182.6625824,211.0010443
125,181.9996119,210.9409122
126,181.3671112,211.0056324
127,180.6457472,210.6132584
128,179.8475647,210.4682379
129,179.0148926,210.502511
130,178.5470867,210.5348873
131,177.9331541,210.2341785
132,177.2172689,210.7387915
133,177.3592615,210.4625635
134,177.492013,210.8294678
135,177.7163887,211.0700283
136,178.3813334,211.2409563
137,178.3454418,211.3995953
138,178.3843803,211.4184341
139,178.8301277,211.3592424
140,178.8928986,211.5124664
141,178.9096498,211.58706
142,179.0507555,211.5350666
143,178.916502,211.477869
144,179.0650463,211.5409679
145,179.4213438,211.3137989
146,179.9845791,211.047266
147,180.0255775,211.4806252
148,180.3993273,211.7919531
149,180.8098269,211.913271
150,180.9383726,212.0633011
151,181.3494015,212.3276615
152,181.626277,212.2762842
153,181.9009924,212.3610106
154,182.4530268,212.2478476
155,182.6133156,212.3897877
156,183.2661295,212.2343102
157,184.099288,212.4902887
158,184.2578888,212.5305605
159,184.3282557,212.6546345
160,184.7177553,213.0703707
161,184.9973488,213.253458
162,185.3244209,213.0180855
163,185.8337545,212.9703884
164,185.9270382,212.9671621
165,185.9667349,212.9214916
166,186.0034132,212.5440655
167,185.9779644,212.5163746
168,186.2091064,212.5987015
169,186.5426016,212.9248314
170,186.9240046,212.6412754
171,186.8321228,212.7682514
172,187.3781919,212.7491369
173,187.6275587,212.8321772
174,188.0394745,212.8147163
175,188.3756304,212.9211349
176,188.637414,212.6823416
177,189.0552092,212.877799
178,188.6226797,212.7957153
179,188.0448389,212.9166279
180,187.7601814,212.8141975
181,186.847043,212.9158497
182,186.1589527,212.4452181
183,184.9998379,212.4933691
184,184.6740246,212.3211927
185,184.0854692,212.3003922
186,183.4056759,212.360054
187,182.9224491,212.4320374
188,182.3231077,212.4954929
189,181.4977026,212.514348
190,180.7822609,212.633996
191,180.2849722,212.6533213
192,179.4982052,212.4974709
193,178.7114096,212.3976021
194,177.8216028,212.4060326
195,176.9631243,212.3856373
196,176.1792898,212.5579758
197,175.6146097,212.4118528
198,175.0056124,212.3178692
199,174.1778469,212.4982166
200,173.8263845,212.665205
201,172.8628778,212.4419756
202,172.4028111,212.4298
203,171.5027046,212.5282907
204,171.1628294,212.71
205,171.2533522,212.4289246
206,171.6695309,212.4159384
207,171.7092991,213.0366163
208,171.6754961,212.7132912
209,171.8292761,213.1856089
210,171.7117453,213.1663322
211,171.8596888,212.6299267
212,172.0032406,212.3933544
213,172.6056862,212.5801706
214,172.7932549,212.8390675
215,173.154788,212.6324558
216,173.2068014,212.8021679
217,173.2983541,212.7900085
218,173.6145544,212.6865406
219,174.0425348,212.4990597
220,174.6122646,212.5553493
221,174.6592426,212.8879642
222,174.7855711,212.6946955
223,175.3652716,212.9060898
224,175.4539204,212.9026041
225,175.9559011,212.8647642
226,176.2483406,212.9107752
227,176.6619015,213.129076
228,176.7083502,212.886343
229,177.2955179,213.4819565
230,177.5156593,213.4264774
231,177.5566149,213.2626019
232,177.6884794,213.3398867
233,177.7504921,213.4195547
234,178.211503,213.5833817
235,178.7352991,213.6773977
236,179.1359711,213.9247999
237,179.3852091,213.7234249
238,179.6798801,213.630414
239,179.871068,213.9599161
240,180.0383663,213.573638
241,180.3216505,213.3041382
242,180.5531216,213.9250107
243,180.5055141,213.6553001
244,180.8480787,213.4770117
245,181.2478781,213.4757957
246,181.4272928,213.4002619
247,181.5621901,212.7856636
248,182.0693779,212.8968649
249,182.2753286,212.8733892
250,182.5365114,212.8450661
251,182.7899122,212.6155462
252,183.0232573,212.6328449
253,183.0963421,212.8131275
254,183.0365324,212.994545
255,183.7789249,212.9328079
256,183.8430691,213.0714083
257,184.226675,212.9870872
258,184.4352007,213.118084
259,184.7117329,213.5199909
260,184.813385,213.6915836
261,185.0086784,213.5178347
262,185.0028992,213.9032049
263,185.4447985,213.9400558
264,185.3090858,213.735795
265,185.2760553,214.0864706
266,185.3995657,214.0602713
267,185.6614208,214.0257711
268,185.7579374,213.6559811
269,185.9215593,213.5356035
270,186.0135698,213.808589
271,186.2908745,213.7213821
272,186.5847874,213.8547297
273,186.7185974,213.8805561
274,186.9240761,213.8776054
275,187.4034548,213.9333925
276,187.5103998,214.2977514
277,187.8406477,214.3137856
278,188.0014515,214.1543846
279,187.844224,214.1910086
280,188.3390379,214.1838913
281,188.7634993,214.4856701
282,189.0692711,214.5573778
283,189.3693638,214.7250957
284,189.3676615,214.2847166
285,189.9275064,214.6082687
286,190.173955,214.8015537
287,190.3783178,214.7921667
288,190.4283857,214.7385359
289,190.8236933,214.6623049
290,190.8764362,214.6783876
291,191.1083651,214.6487513
292,191.1038733,214.9171
293,191.5599346,214.4381351
294,192.1199226,214.5194082
295,192.6337194,214.7620764
296,192.9341984,214.6051073
297,193.2105446,214.7287922
298,193.6296558,214.8155451
299,193.7290335,215.0591049
300,194.1193914,214.530611
301,194.0210438,214.5148849
302,194.0184116,214.3754416
303,194.6092558,214.3995008
304,195.1878119,215.1000576
305,194.5761538,214.6521072
306,195.6033468,215.1560068
307,196.0217428,215.2239532
308,195.8699942,215.0382395
309,196.2065649,214.9383545
310,196.5984535,214.9969139
311,196.6363478,214.9573717
312,196.9798136,215.0344944
313,197.1679544,215.2688456
314,197.3448515,215.0326462
315,197.7345085,214.7692909
316,197.8234434,214.5958176
317,197.9932451,214.5848255
318,198.8221264,214.5417328
319,199.1687965,214.1027479
320,199.7101021,214.1876688
321,199.9332476,214.2738705
322,200.4350996,214.4037647
323,201.033783,214.3066196
324,201.1453485,214.1031532
325,201.4768839,214.1244402
326,201.7657757,214.0418863
327,202.021122,214.1272449
328,202.1544456,214.1440897
329,202.2207069,214.1614857
330,202.5761318,214.3558083
331,202.5119448,214.584631
332,202.9155493,214.148921
333,202.97616,214.4340334
334,203.3190107,214.7787104
335,203.1823397,214.8371077
336,203.4427214,214.5775623
337,203.8399458,214.96243
338,204.1692781,214.9835548
339,204.7187662,214.9397812
340,205.1842976,215.5955429
341,205.3136587,215.7118835
342,205.7561445,215.5535202
343,206.0493135,215.503829
344,206.4399862,215.3871641
345,206.5529537,215.0930214
346,206.9834375,215.1544828
347,207.0018339,215.3615484
348,207.1811199,215.3049507
349,207.1391773,215.2882519
350,207.3465586,215.1389351
351,207.5917912,215.0872822
352,207.7768278,215.1181993
353,207.8619862,214.9676504
354,207.8572512,214.7978897
355,208.3645105,214.7481823
356,208.347044,214.66819
357,208.4118605,214.5573454
358,208.7137699,214.5946178
359,209.0659761,214.5646248
360,209.2700958,214.4807415
361,209.8627281,214.5653543
362,210.1082182,214.8538713
363,210.3683567,214.6190825
364,210.4760742,214.4648209
365,210.584321,214.6846294
366,211.1848211,214.8168097
367,211.0848284,214.8258724
368,211.0856152,214.8507748
369,211.5429068,214.626297
370,211.4366484,214.5053034
371,211.6244459,214.7154331
372,211.9543362,214.847127
373,212.3703003,214.5711584
374,212.5734901,214.4564552
375,212.7936745,214.4226198
376,212.7512455,214.4308233
377,213.0351591,214.0794182
378,213.3619452,214.106039
379,213.2976437,214.2840195
380,213.3939886,214.7700205
381,214.0568304,214.7160816
382,214.0092945,214.7489281
383,214.2349148,214.4313583
384,214.6888447,214.6056747
385,214.6942091,214.2433262
386,214.9150944,214.3912163
387,214.8429251,214.2160082
388,214.6942234,214.0553589
389,214.9070549,214.0908642
390,215.059762,214.206686
391,215.3509712,214.4307909
392,215.7153797,214.4877453
393,216.4648104,214.4088879
394,216.6682577,214.5819235
395,216.7937994,214.3479939
396,217.0562553,214.413703
397,217.0478725,214.6388779
398,217.1688795,214.6911631
399,217.3414707,214.5971632
400,217.4562263,214.9074211
401,217.5659895,214.7837362
402,217.8022242,214.8048286
403,218.2081604,214.7271547
404,218.5334587,214.8696947
405,218.499155,214.4462576
406,218.8711309,214.4330769
407,219.1614962,214.3474426
408,219.7507238,214.3002481
409,220.1172066,214.2975569
410,220.0161695,214.5270281
411,220.52526,214.7587528
412,220.7151461,214.6725674
413,220.8174992,214.6820841
414,221.0454369,214.8966885
415,221.3940525,214.4594221
416,221.5584755,214.4179831
417,221.8334055,214.4295425
418,221.9488049,214.6827974
419,221.8060398,214.3482533
420,222.1051455,214.3666706
421,222.3625517,214.4038134
422,222.9275036,214.5117559
423,223.3959961,214.1290283
424,223.6319876,214.0263386
425,223.7947369,214.0590229
426,223.9136982,214.1701431
427,224.2806673,214.4047537
428,224.3932915,214.5768328
429,224.5566273,214.7535973
430,224.6192694,214.3990307
431,224.7853374,214.4410858
432,224.9688721,214.3100405
433,225.0771761,214.2003956
434,225.0514555,214.0806179
435,225.1139545,214.0664806
436,225.3978539,214.1094599
437,225.8582926,214.1592808
438,226.0597801,214.1609993
439,226.3788414,214.2177105
440,226.6084099,214.1536226
441,226.7483997,213.97334
442,227.0568752,213.8989735
443,227.2892046,213.8131285
444,227.3370838,213.7664366
445,227.6275921,213.5930119
446,227.8100681,213.7111521
447,227.769413,213.7093849
448,228.057375,213.493062
449,228.250165,213.8203268
450,228.6060047,213.606225
451,228.242054,213.4614639
452,228.2590914,213.430336
453,228.417592,213.3181458
454,228.6903191,213.119154
455,229.050808,212.9816885
456,229.1696119,212.911521
457,229.4634676,213.1080322
458,229.3388987,213.3607683
459,229.6377325,213.2847319
460,230.0185061,213.4685001
461,230.0563145,213.8944502
462,230.609622,214.0640488
463,230.7638311,214.2474117
464,231.1052942,214.1839237
465,231.041522,214.1782656
466,231.6134405,213.9786739
467,232.1201277,213.7728891
468,232.167263,213.8754168
469,232.6968241,213.8248825
470,232.953887,213.7587194
471,233.2099342,213.8770704
472,233.4188747,213.8987465
473,233.5108852,213.7580061
474,233.6063147,214.0065432
475,233.5638714,214.1670303
476,233.7137318,214.0211668
477,233.8279867,213.9144726
478,234.0097618,213.8937368
479,234.0024662,214.0257549
480,233.9167786,213.9676008
481,234.1635561,214.2139654
482,234.2869091,214.6690655
483,234.5590639,214.5783081
484,234.7951269,214.6119976
485,234.8897696,214.6716919
486,235.272274,214.4900799
487,235.5887747,214.3702211
488,235.7207537,214.6513128
489,236.0875654,214.9771347
490,236.4853048,214.7523975
491,236.7029428,214.7559481
492,237.0575523,214.9117498
493,237.0338345,214.6733131
494,237.2004461,214.6042805
495,237.4173117,214.8776388
496,237.3730659,214.8798437
497,237.3811054,214.9764862
498,237.7196503,215.1058292
499,238.0092287,215.6579609
500,237.9505491,215.6997242
501,238.2239199,215.5608807
502,238.2835865,215.4798994
503,238.6354494,215.4072027
504,239.31633,215.4517708
505,239.4044495,215.7115755
506,239.7003651,215.7416821
507,240.1868248,215.6744976
508,240.629282,215.6867867
509,241.0679913,215.6868353
510,241.0411549,215.7454758
511,241.1218643,215.8944035
512,241.1156845,215.955946
513,241.349144,216.047368
514,241.5257549,216.1358232
515,241.3714027,216.4258804
516,241.3352966,216.3884783
517,241.6141033,216.4938269
518,241.8083954,216.5801582
519,242.1057701,216.5820713
520,242.2794628,216.6827021
521,242.6158619,216.7284861
522,242.8323555,216.5183077
523,243.3050537,216.3043194
524,243.2408237,216.6840315
525,243.530159,216.6134911
526,243.4455872,216.6597452
527,243.4443569,216.6944399
528,244.006834,216.3492928
529,244.2784023,216.0656071
530,244.3835735,216.079031
531,244.5599842,216.0380783
532,244.7149372,216.4010592
533,244.8534107,216.6123886
534,244.9952888,216.3165112
535,245.0002956,216.0497513
536,245.03829,215.7481022
537,244.7537613,215.8275108
538,244.9107742,215.8208475
539,244.989109,215.8664045
540,244.8983288,215.9781246
541,245.0201225,215.8297644
542,245.0979424,215.7441139
543,245.7940006,215.7683029
544,246.0973549,215.9562864
545,246.1911964,216.051405
546,246.6259289,216.1565914
547,246.9752884,216.346261
548,247.1559334,216.285059
549,247.6533794,216.4343758
550,248.0084896,216.6582212
551,247.9235744,216.4583702
552,248.1414127,216.1476908
553,248.3747864,216.0318041
554,248.9048195,215.7683029
555,249.1624832,215.8331203
556,249.1656303,215.8362169
557,249.1011143,215.6730871
558,249.3911362,215.9455214
559,249.9427128,216.0196285
560,250.0201321,216.072546
561,250.3082371,215.8533697
562,250.8740616,215.8527212
563,250.9264469,215.8876591
564,251.2874222,216.0470438
565,251.1707783,216.2434416
566,251.2331772,216.6151609
567,251.3770008,216.7252274
568,251.7434692,216.5725384
569,251.6666794,216.3692665
570,251.9346142,216.4501181
571,252.2634888,216.5877943
572,252.5593185,216.6932726
573,252.7662849,216.7285509
574,253.2620144,216.7093391
575,253.6868191,216.708642
576,253.8004589,216.8679132
577,253.9471436,216.8401089
578,254.5347977,216.5662479
579,254.7175884,216.0297775
580,255.0863743,216.1725931
581,255.1373005,215.9352589
582,255.0379372,215.3474436
583,255.181675,215.4680481
584,255.5510616,215.795929
585,255.6097698,215.4258471
586,255.7503319,215.3260269
587,255.9277725,215.3464222
588,256.0925388,215.6454287
589,256.278677,215.7758741
590,256.7453957,215.9233589
591,256.795063,215.9138584
592,257.0165062,215.8348551
593,257.446661,215.8564663
594,258.0190086,215.8143625
595,258.087244,215.3947191
596,258.2531834,215.4775972
597,258.662281,215.60112
598,258.7354374,215.8086233
599,259.0318394,215.2586803
600,259.3966484,215.1174049
601,259.732933,214.9187536
602,259.9290276,214.9883537
603,259.9086571,214.9289351
604,260.5404282,214.7573748
605,260.7824135,214.6951513
606,260.9175968,214.3727341
607,261.1937141,214.4416695
608,261.4444256,214.4241762
609,261.6299629,214.6508751
610,261.9394398,214.6919575
611,262.3836136,214.9354362
612,262.6619339,215.0825157
613,262.8256702,214.9740219
614,262.8096485,214.9894075
615,262.9883766,214.8871231
616,263.4712887,215.1758022
617,264.1310692,214.9628839
618,264.3146038,214.9150572
619,264.3198967,214.8619776
620,264.6355534,215.0609207
621,264.6406174,215.2588587
622,264.5926094,215.2758007
623,264.8707294,215.1744566
624,264.9950981,215.0445786
625,265.2077866,215.4459505
626,265.5563164,215.7630339
627,265.4291725,215.7910814
628,265.6610298,215.760294
629,265.9567165,215.3619699
630,266.4963627,215.7185793
631,266.7656422,215.5159235
632,267.2014332,215.6467094
633,267.3405361,215.6772051
634,267.3049736,215.787612
635,267.3836231,215.8062077
636,267.6010323,215.7303171
637,267.7243996,216.0557661
638,267.7184486,215.9039688
639,268.1313515,215.6914558
640,268.5121822,216.0049076
641,268.4642315,216.0988588
642,268.8235188,215.8098717
643,269.3500328,215.9326649
644,269.3619347,216.0601759
645,269.7837353,215.8513918
646,270.0868607,215.7157259
647,270.376339,215.6925745
648,270.8036327,215.5981855
649,271.069479,215.7530146
650,270.9435081,215.5363836
651,270.8477211,215.3593273
652,271.0216999,215.2991142
653,271.297245,215.4705935
654,271.3216209,215.4919939
655,271.8122005,215.2601395
656,271.9761658,215.1913176
657,272.1806431,215.3165102
658,272.5868225,215.2409439
659,273.0481052,215.1491652
660,273.1168842,215.3450279
661,273.2706642,215.9934778
662,273.0497074,216.0872669
663,273.323307,215.9409657
664,273.2649708,215.8420534
665,273.458147,216.1307487
666,273.6008835,216.3204508
667,273.8676739,216.1907349
668,274.1218758,216.3224449
669,274.3610001,216.4004593
670,275.1851177,216.4126024
671,275.4793167,216.3576746
672,275.4849243,216.4775009
673,275.5415154,216.1314945
674,275.9068108,215.9194517
675,276.1034775,216.2580814
676,276.424427,216.0869589
677,276.7969608,216.0800524
678,276.9063091,215.8809958
679,276.8446541,215.7630987
680,276.8395329,215.7866879
681,277.5170231,215.4565697
682,277.6732922,215.668499
683,277.9125023,215.7656441
684,278.1158638,215.7682867
685,278.3153915,215.8225012
686,278.7212276,215.816535
687,278.9803219,215.963728
688,279.3963146,215.8388271
689,279.6963215,215.7603588
690,279.437542,215.4677401
691,279.7130013,215.6762161
692,280.0496006,215.8304453
693,280.3436279,215.9682188
694,280.7815933,215.9928293
695,281.1126709,215.6518326
696,281.0631752,215.7788897
697,281.4001179,216.000433
698,281.7299938,215.9487801
699,281.8192005,215.5194416
700,281.8619728,215.8590927
701,282.2242641,215.8388596
702,282.7451992,215.7381964
703,282.8974342,215.6271896
704,283.0586529,215.8455877
705,283.2426453,215.5978775
706,283.5333252,215.6052866
707,283.8070965,215.6789074
708,284.0973473,215.6769781
709,284.177599,215.240036
710,284.588213,215.325346
711,284.9257278,215.3041239
712,285.0887203,215.2330322
713,285.2406406,215.0691729
714,285.3392601,215.3499079
715,285.6180096,215.2538004
716,285.6476784,215.262928
717,285.872612,215.2031851
718,286.1062145,215.0907192
719,286.2179661,214.933053
720,286.035347,215.1082611
721,286.3674259,215.2533789
722,286.2822819,215.1130114
723,286.6778755,214.9747677
724,286.9618893,215.1531372
725,287.2727394,215.3201256
726,287.5066853,215.6938066
727,287.867918,215.6063566
728,288.0710506,215.6705093
729,288.3101463,215.7223892
730,288.6875725,215.6250172
731,288.8176346,215.5507965
732,289.0671444,215.9406576
733,289.3583107,215.5280666
734,289.6332836,215.2963419
735,289.7719288,215.7573919
736,289.8216248,215.63515
737,290.3635883,215.5542984
738,290.1778507,215.7570839
739,290.6406212,215.6731033
740,291.0057735,215.6402893
741,291.362772,215.6090155
742,291.5940571,215.6201372
743,291.5833855,215.5978451
744,291.9061375,215.5159235
745,292.1028614,215.4049978
746,292.0298195,215.3033133
747,292.0906448,215.2573185
748,292.2768116,215.4749222
749,292.2596455,215.5933218
750,292.7008724,215.6841764
751,292.8606033,215.6505356
752,292.6900578,215.6354094
753,293.1798363,215.7662926
754,293.2034397,215.7390881
755,293.7024307,215.7096786
756,293.8084316,215.8711548
757,293.9337158,215.9169226
758,294.3461895,215.6277571
759,294.6649647,215.6683369
760,294.9582481,215.622488
761,295.151968,215.4186974
762,295.2461243,215.0258369
763,295.5610085,214.8774118
764,295.7174206,215.0993443
765,296.155901,215.0224323
766,296.308651,215.046216
767,296.4581394,215.1915932
768,296.414423,215.2132368
769,296.4688683,214.9136953
770,296.8418598,215.1796122
771,296.6712856,215.1941385
772,297.2616291,215.1624756
773,297.3993874,215.0071278
774,298.0486679,215.2930183
775,298.425808,215.0884171
776,298.8475513,215.0744095
777,298.812418,215.0904112
778,298.8116169,215.0404444
779,299.026022,214.9483738
780,299.1438675,214.7617521
781,299.2749882,214.6039238
782,299.7963238,214.5950232
783,299.7657394,214.582037
784,299.9198914,214.655447
785,300.2268505,214.3257504
786,300.4600239,214.7830229
787,300.9377575,215.0083437
788,301.0794067,215.1187668
789,301.3299465,215.1514511
790,301.5941048,215.1836815
791,302.0155621,215.0344296
792,302.3521328,215.159833
793,302.5312328,215.0840073
794,302.8903484,215.0093651
795,303.1280708,215.1506243
796,303.29072,215.0356617
797,303.5369682,214.8610697
798,303.6174202,215.0783653
799,303.9894962,214.9569988
800,304.3282986,215.0847855
801,304.5521164,215.0961828
802,304.6658134,215.1617136
803,304.9971485,215.2901325
804,304.987936,215.1046782
805,305.4693031,215.2203541
806,305.6044865,215.3358841
807,305.8505058,215.3125381
808,306.5193844,215.0767603
809,306.9239616,215.0225945
810,307.260561,214.834384
811,307.3226452,214.9139385
812,307.5685501,214.8410149
813,307.6914597,214.9025249
814,307.8395748,214.9348202
815,308.0715752,214.5659866
816,308.1396675,214.5747738
817,308.4290886,214.4392214
818,309.157877,214.2629757
819,309.6130943,214.2105446
820,309.7895336,214.2689419
821,309.8565388,214.3054199
822,310.0553226,214.570591
823,310.2938175,214.8249321
824,310.6668091,214.8844318
825,310.9721947,215.1468306
826,311.2138939,215.1465225
827,311.4348507,215.1707277
828,311.854105,215.0622015
829,312.0257378,215.0365696
830,312.0314884,214.9409161
831,312.0946598,214.8605509
832,312.1587467,214.7796993
833,312.5950813,214.6967726
834,312.7912331,214.7075539
835,312.8056526,214.7687073
836,313.0871201,214.867198
837,313.4008884,214.8191929
838,313.5923195,215.024086
839,314.2321873,215.269105
840,314.5655251,215.2718124
841,314.9118233,215.3205633
842,315.3632641,215.0684433
843,315.1731777,214.837286
844,315.179615,214.7861843
845,315.0526142,214.690547
846,315.1893425,214.6517181
847,315.2651882,214.5980062
848,315.6255913,214.7714796
849,316.1714458,214.2271299
850,316.1022949,214.2021141
851,316.1795139,213.9411745
852,316.0467339,214.1198034
853,316.0140896,214.0266142
854,316.1787128,214.176012
855,316.1540794,214.0544996
856,316.1876965,213.8048601
857,316.2644577,213.7958298
858,316.3282871,213.7362814
859,316.8069649,213.7109251
860,316.8101406,213.7328444
861,316.7113209,213.7026405
862,317.1236801,213.6069384
863,317.4553871,213.7314987
864,317.7780533,213.7826004
865,317.8940678,213.7549744
866,318.0206966,213.9825487
867,318.134594,213.9677305
868,318.6387634,214.0393896
869,318.8167763,214.1687975
870,318.8945103,214.3204813
871,319.0975857,214.1958561
872,319.1849041,214.0506248
873,319.4076633,214.2007036
874,319.7625446,214.2716494
875,319.9659348,214.4117737
876,319.8873711,214.7058191
877,320.0742245,215.0935078
878,320.0818348,215.3178558
879,320.4588604,215.2609177
880,320.4090214,215.1443176
881,320.9951591,215.255373
882,321.2343979,215.0644712
883,321.4504623,215.1316557
884,321.729269,215.1398916
885,322.0550251,215.1897936
886,322.2812176,215.2124586
887,322.5296116,215.2395821
888,322.6278305,215.0843639
889,322.5490665,215.1636591
890,323.0478287,215.4617901
891,323.0612755,215.5895443
892,323.2145977,215.6946173
893,324.1875172,215.3718758
894,324.5385075,215.7138453
895,324.642992,215.528553
896,324.8141384,215.4299488
897,324.9921513,215.335041
898,325.1701641,215.2401333
899,325.7070065,214.8430901
900,325.8594418,215.0259991
901,326.1335564,215.0283337
902,326.3331985,215.0362453
903,326.5295792,214.812108
904,326.8561363,214.93328
905,327.1348286,215.1102228
906,327.2739601,214.7484741
907,327.7863693,214.8293743
908,328.0355644,215.0933943
909,328.2003307,215.0365047
910,328.1645393,215.1379137
911,328.2158089,215.2118912
912,328.6895943,215.2068491
913,328.7819481,215.3069773
914,329.0372658,215.3704004
915,329.3237686,215.4380226
916,329.2596817,215.445756
917,329.5171165,215.5939865
918,329.9176884,215.8379517
919,330.0955009,215.8816929
920,330.1547813,215.7919083
921,330.2591515,215.7478104
922,331.2045765,215.8386164
923,331.3637352,215.888032
924,331.6125584,215.89429
925,331.814518,215.5173502
926,331.9996548,216.0014381
927,332.2373486,215.7960262
928,332.3266983,215.7035341
929,332.4520969,215.6152735
930,332.8587627,215.1489058
931,332.9631042,215.2599773
932,333.6172771,215.4239988
933,333.6546421,215.757019
934,333.93857,215.4835472
935,334.0918064,215.3741941
936,334.4375896,215.629508
937,334.7877216,215.7279663
938,335.0269032,215.5949106
939,335.3407001,215.5888309
940,335.6310368,215.8013601
941,335.7800102,215.9282227
942,335.9597111,215.9108267
943,336.2603188,216.0505943
944,336.5039063,215.9395552
945,336.9415569,215.8208637
946,337.0554543,215.9469156
947,337.0680428,215.8288889
948,337.023983,215.8145409
949,337.0480156,215.8834276
950,337.2183895,215.7259884
951,337.7609539,215.6295729
952,337.6471996,215.6631002
953,337.676239,215.6605711
954,337.7056217,215.6583662
955,337.7350044,215.6561775
956,337.7644157,215.6539726
957,338.4303761,215.2531519
958,338.5534573,215.197073
959,338.6371708,215.1316881
960,338.8191891,214.9904451
961,338.999033,215.0287066
962,339.0731335,215.01264
963,339.078083,214.7890863
964,339.2451096,214.5866251
965,339.766016,214.5561132
966,339.9580479,214.6436768
967,339.9865437,214.6688709
968,340.1186657,214.6899958
969,340.2389145,214.7135849
970,340.4895973,214.8901711
971,340.9203815,215.1462145
972,341.1639404,215.4589529
973,341.0709572,215.4508142
974,341.3208103,215.5305796
975,341.6608715,216.0753832
976,341.6500568,216.0622511
977,341.925087,215.8309965
978,342.3146725,215.9702454
979,342.6171684,216.1052465
980,343.2281971,216.2648096
981,343.2984352,216.307497
982,343.4904957,216.3779726
983,343.9793301,216.2516937
984,343.9796162,216.2639666
985,344.0879917,216.2533798
986,344.19631,216.2427769
987,344.3427372,216.0653315
988,344.3370724,216.0731297
989,344.8118305,216.0862455
990,344.9359131,215.8726625
991,345.1262283,215.8745918
992,345.4389954,215.9568539
993,345.77631,215.980216
994,346.3453102,215.8111038
995,346.3501167,215.8762779
996,346.3764954,215.9920187
997,346.3009357,215.826457
998,346.6062069,215.7350998
999,346.6231155,215.906271
1000,346.8193245,215.7346945
1001,346.9932747,215.5975533
1002,347.3154545,215.6395435
1003,347.5978088,215.6369495
1004,347.5544357,215.5172529
1005,347.8311825,215.4668646
1006,347.943964,215.342823
1007,348.233757,215.0971556
1008,348.6863136,215.251255
1009,348.7015057,214.8675709
1010,349.0420532,214.5539083
1011,349.4001389,214.5761356
